source1_entity_id	split	country
S1-728115064	threshold	US
S1-120333936	threshold	US
S1-372829057	threshold	US
S1-330287395	threshold	India
S1-406464675	threshold	India
S1-57662953	threshold	US
S1-563511713	threshold	US
S1-681553291	threshold	US
S1-901358960	threshold	US
S1-495846484	threshold	India
S1-985516131	threshold	US
S1-580163563	threshold	US
S1-708069977	threshold	US
S1-374778413	threshold	India
S1-36100460	threshold	US
S1-721201782	threshold	US
S1-54154971	threshold	India
S1-849763132	threshold	US
S1-554085429	threshold	US
S1-642123640	threshold	India
S1-204020670	threshold	India
S1-856060736	threshold	India
S1-982353611	threshold	US
S1-71991854	threshold	US
S1-448919251	threshold	India
S1-768643264	threshold	US
S1-898390105	threshold	India
S1-772122667	threshold	US
S1-457628272	threshold	India
S1-49759846	threshold	India
S1-339768243	threshold	India
S1-837702349	threshold	US
S1-38559346	threshold	India
S1-3237699	threshold	US
S1-144611000	threshold	US
S1-994878786	threshold	US
S1-736479231	threshold	US
S1-903539459	threshold	US
S1-323797253	threshold	US
S1-533601547	threshold	India
S1-483975411	threshold	India
S1-192405618	threshold	India
S1-939189373	threshold	India
S1-831738486	threshold	India
S1-351397229	threshold	India
S1-109924024	threshold	US
S1-414664517	threshold	India
S1-477298746	threshold	US
S1-305790087	threshold	US
S1-239364432	threshold	India
S1-67684872	threshold	US
S1-134567213	threshold	India
S1-446074459	threshold	US
S1-574028723	threshold	US
S1-361410516	threshold	US
S1-121632722	threshold	India
S1-926632699	threshold	India
S1-40650275	threshold	India
S1-672288239	threshold	US
S1-195693756	threshold	US
S1-545777935	threshold	India
S1-641859436	threshold	India
S1-835072022	threshold	US
S1-602613436	threshold	India
S1-317387563	threshold	US
S1-96902456	threshold	US
S1-351712600	threshold	US
S1-137699559	threshold	India
S1-882742789	threshold	India
S1-22748200	threshold	India
S1-745442482	threshold	US
S1-836653608	threshold	US
S1-428657388	threshold	India
S1-134618337	threshold	India
S1-606470471	threshold	India
S1-848624200	threshold	US
S1-5451474	threshold	US
S1-601900632	threshold	India
S1-872613808	threshold	India
S1-261476596	threshold	India
S1-55662543	threshold	US
S1-143282080	threshold	India
S1-416665296	threshold	US
S1-62044707	threshold	India
S1-229874778	threshold	India
S1-391271072	threshold	US
S1-726873305	threshold	India
S1-978795894	threshold	US
S1-771301491	threshold	US
S1-220646397	threshold	India
S1-269632746	threshold	US
S1-285739315	threshold	US
S1-799766613	threshold	India
S1-301414243	threshold	US
S1-423760010	threshold	US
S1-353461054	threshold	US
S1-37503709	threshold	US
S1-93137549	threshold	US
S1-133661212	threshold	India
S1-59360305	threshold	US
S1-236010533	threshold	India
S1-172879098	threshold	US
S1-277465603	threshold	US
S1-265154819	threshold	India
S1-924383570	threshold	US
S1-996730661	threshold	US
S1-459291889	threshold	US
S1-462959378	threshold	India
S1-147827892	threshold	US
S1-608108392	threshold	US
S1-787831649	threshold	India
S1-38444628	threshold	US
S1-97762307	threshold	India
S1-312389988	threshold	US
S1-511345748	threshold	US
S1-844598713	threshold	US
S1-461438203	threshold	India
S1-760156185	threshold	US
S1-704630376	threshold	US
S1-766823573	threshold	India
S1-985811643	threshold	US
S1-99789171	threshold	US
S1-522588763	threshold	India
S1-45332793	threshold	US
S1-254742792	threshold	India
S1-687695689	threshold	US
S1-833415264	threshold	US
S1-374061569	threshold	US
S1-953586361	threshold	US
S1-510251603	threshold	India
S1-500168099	threshold	India
S1-982380395	threshold	US
S1-298438839	threshold	US
S1-440182890	threshold	India
S1-338402760	threshold	US
S1-402525644	threshold	India
S1-799653542	threshold	US
S1-445709924	threshold	US
S1-136613239	threshold	India
S1-603358317	threshold	India
S1-158366473	threshold	US
S1-155815963	threshold	US
S1-751457536	threshold	US
S1-880712624	threshold	US
S1-697972215	threshold	US
S1-779281781	threshold	India
S1-545431660	threshold	India
S1-647791346	threshold	US
S1-758715138	threshold	US
S1-854308441	threshold	India
S1-730165252	threshold	US
S1-593952140	threshold	US
S1-753035897	threshold	US
S1-383409372	threshold	India
S1-240176175	threshold	India
S1-941126256	threshold	US
S1-707409892	threshold	US
S1-427706896	threshold	India
S1-16213030	threshold	US
S1-790875518	threshold	US
S1-15749497	threshold	US
S1-781453824	threshold	India
S1-570808271	threshold	India
S1-300423605	threshold	US
S1-888435485	threshold	US
S1-150016273	threshold	India
S1-784954438	threshold	US
S1-232293313	threshold	US
S1-817128034	threshold	US
S1-46563464	threshold	US
S1-293527283	threshold	India
S1-473625804	threshold	US
S1-931398401	threshold	US
S1-580303887	threshold	US
S1-301281894	threshold	US
S1-524923235	threshold	US
S1-971489051	threshold	India
S1-858779233	threshold	India
S1-541686110	threshold	India
S1-4366347	threshold	US
S1-460983231	threshold	India
S1-186353865	threshold	US
S1-94749756	threshold	US
S1-406008625	threshold	India
S1-584223883	threshold	India
S1-258346426	threshold	India
S1-417451480	threshold	India
S1-457654868	threshold	US
S1-102742732	threshold	US
S1-801594737	threshold	US
S1-618913839	threshold	India
S1-446911279	threshold	India
S1-464174961	threshold	US
S1-579858382	threshold	India
S1-586733056	threshold	US
S1-100068368	threshold	US
S1-717790210	threshold	India
S1-458642998	threshold	India
S1-310646627	threshold	US
S1-702004041	threshold	US
S1-365132326	threshold	US
S1-656399201	threshold	US
S1-899588924	threshold	India
S1-692969184	threshold	US
S1-57590840	threshold	US
S1-615265106	threshold	India
S1-540591642	threshold	US
S1-46772329	threshold	India
S1-479541310	threshold	India
S1-656215630	threshold	India
S1-902951578	threshold	US
S1-468884617	threshold	US
S1-30661998	threshold	US
S1-127343543	threshold	India
S1-214826536	threshold	US
S1-314829187	threshold	US
S1-994355470	threshold	US
S1-487320345	threshold	India
S1-880057527	threshold	India
S1-836540645	threshold	US
S1-940391095	threshold	India
S1-613892069	threshold	India
S1-286633488	threshold	US
S1-480479216	threshold	US
S1-507702440	threshold	US
S1-638904994	threshold	US
S1-460093971	threshold	US
S1-126216375	threshold	India
S1-299172751	threshold	India
S1-954954629	threshold	US
S1-705509442	threshold	US
S1-368678086	threshold	US
S1-959439327	threshold	US
S1-771481073	threshold	India
S1-191379841	threshold	US
S1-600820003	threshold	India
S1-816510195	threshold	India
S1-311061629	threshold	India
S1-905114598	threshold	India
S1-824773681	threshold	India
S1-267393179	threshold	India
S1-669881664	threshold	US
S1-185100376	threshold	US
S1-2792897	threshold	US
S1-461861778	threshold	US
S1-57627464	threshold	US
S1-543037092	threshold	US
S1-226929937	threshold	US
S1-772573378	threshold	US
S1-612435005	threshold	US
S1-900999778	threshold	US
S1-100142077	threshold	US
S1-417669565	threshold	US
S1-215684944	threshold	US
S1-839882604	threshold	US
S1-675708769	threshold	US
S1-551540639	threshold	India
S1-503982247	threshold	India
S1-383058720	threshold	US
S1-20919531	threshold	US
S1-332150508	threshold	India
S1-204749325	threshold	India
S1-135259393	threshold	India
S1-578687215	threshold	India
S1-346688402	threshold	US
S1-275665133	threshold	India
S1-496363375	threshold	India
S1-366287899	threshold	India
S1-132718779	threshold	US
S1-358549261	threshold	India
S1-183073067	threshold	US
S1-765469886	threshold	India
S1-961599798	threshold	India
S1-679063081	threshold	US
S1-331497206	threshold	India
S1-447896253	threshold	India
S1-43335476	threshold	US
S1-220786858	threshold	US
S1-128793131	threshold	US
S1-128019678	threshold	India
S1-452007306	threshold	US
S1-997159872	threshold	US
S1-979489176	threshold	US
S1-964807542	threshold	India
S1-195345180	threshold	India
S1-769966866	threshold	India
S1-285405590	threshold	India
S1-140644118	threshold	US
S1-432870793	threshold	India
S1-710572770	threshold	US
S1-332693118	threshold	US
S1-96655068	threshold	India
S1-679151239	threshold	India
S1-345383085	threshold	US
S1-297108377	threshold	US
S1-51788771	threshold	US
S1-800879064	threshold	India
S1-862166292	threshold	US
S1-448738812	threshold	US
S1-869351241	threshold	India
S1-655687338	threshold	US
S1-22064195	threshold	US
S1-495465342	threshold	US
S1-945876204	threshold	US
S1-669763428	threshold	US
S1-530019575	threshold	India
S1-485885855	threshold	US
S1-505990589	threshold	US
S1-377610144	threshold	US
S1-894924083	threshold	US
S1-695154491	threshold	US
S1-490979874	threshold	US
S1-266604532	threshold	US
S1-617955364	threshold	India
S1-993622969	threshold	US
S1-502575979	threshold	US
S1-570706592	threshold	India
S1-57531878	threshold	US
S1-408806916	threshold	India
S1-922033252	threshold	US
S1-124596157	threshold	India
S1-860032176	threshold	US
S1-466296213	threshold	India
S1-723132646	threshold	US
S1-984300820	threshold	US
S1-105860186	threshold	India
S1-839731521	threshold	US
S1-227742912	threshold	India
S1-518084106	threshold	India
S1-455336970	threshold	US
S1-933163318	threshold	US
S1-187811395	threshold	US
S1-25422411	threshold	India
S1-588400788	threshold	India
S1-88989595	threshold	India
S1-705005118	threshold	US
S1-379775857	threshold	US
S1-406991564	threshold	US
S1-4467341	threshold	US
S1-267614779	threshold	US
S1-956641036	threshold	US
S1-500325809	threshold	US
S1-444549398	threshold	US
S1-45029659	threshold	India
S1-634603941	threshold	US
S1-298831734	threshold	India
S1-65470250	threshold	India
S1-42175556	threshold	US
S1-526150028	threshold	India
S1-142830599	threshold	US
S1-62526161	threshold	US
S1-763756044	threshold	US
S1-951438507	threshold	US
S1-895019616	threshold	India
S1-962814201	threshold	India
S1-330375078	threshold	US
S1-80809024	threshold	US
S1-457004264	threshold	US
S1-909588123	threshold	US
S1-10479269	threshold	India
S1-433760347	threshold	US
S1-437384887	threshold	India
S1-557872233	threshold	US
S1-214413179	threshold	US
S1-84433118	threshold	India
S1-984427085	threshold	India
S1-490795040	threshold	US
S1-359497006	threshold	India
S1-905611684	threshold	India
S1-42615630	threshold	India
S1-887685755	threshold	US
S1-964750339	threshold	US
S1-231189488	threshold	India
S1-871559049	threshold	India
S1-98412154	threshold	India
S1-684925689	threshold	US
S1-893839353	threshold	US
S1-62841670	threshold	US
S1-985971352	threshold	US
S1-540956061	threshold	US
S1-930689633	threshold	India
S1-431054895	threshold	US
S1-300714754	threshold	India
S1-983838459	threshold	US
S1-624773253	threshold	US
S1-368381259	threshold	US
S1-534835069	threshold	US
S1-520233702	threshold	India
S1-671027736	threshold	US
S1-703346179	threshold	India
S1-539620766	threshold	India
S1-975440942	threshold	India
S1-239801680	threshold	India
S1-151131575	threshold	India
S1-372650128	threshold	India
S1-564218969	threshold	US
S1-781880682	threshold	US
S1-414388287	threshold	US
S1-555376753	threshold	US
S1-920798542	threshold	US
S1-387914884	threshold	India
S1-100756339	threshold	US
S1-742700793	threshold	US
S1-648445392	threshold	US
S1-68112423	threshold	India
S1-646460447	threshold	India
S1-361775943	threshold	India
S1-602706958	threshold	US
S1-950872765	threshold	India
S1-743518127	threshold	US
S1-623322196	threshold	US
S1-631478130	threshold	India
S1-425654715	threshold	US
S1-463234314	threshold	US
S1-912835244	threshold	India
S1-635932001	threshold	US
S1-186503434	threshold	India
S1-811756311	threshold	US
S1-302095231	threshold	US
S1-597648670	threshold	India
S1-398541478	threshold	India
S1-948740531	threshold	US
S1-140087272	threshold	India
S1-178888899	threshold	US
S1-90422284	threshold	India
S1-943036955	threshold	US
S1-257481581	threshold	India
S1-259625696	threshold	US
S1-141373120	threshold	India
S1-673611344	threshold	US
S1-242918781	threshold	US
S1-667376840	threshold	US
S1-947567401	threshold	India
S1-861151382	threshold	US
S1-262745554	threshold	US
S1-309031086	threshold	US
S1-21125000	threshold	US
S1-291347775	threshold	US
S1-570383107	threshold	US
S1-658397932	threshold	US
S1-537635463	threshold	India
S1-495759983	threshold	US
S1-168012203	threshold	US
S1-110341170	threshold	US
S1-546997929	threshold	US
S1-18648072	threshold	India
S1-405803467	threshold	India
S1-474835364	threshold	US
S1-629921273	threshold	India
S1-178880944	threshold	India
S1-969966892	threshold	US
S1-940308460	threshold	US
S1-863610245	threshold	US
S1-812422584	threshold	US
S1-236129651	threshold	India
S1-336205046	threshold	India
S1-697534467	threshold	US
S1-170453464	threshold	US
S1-401707829	threshold	India
S1-103419719	threshold	India
S1-804511504	threshold	US
S1-219694134	threshold	US
S1-60154162	threshold	India
S1-737814044	threshold	US
S1-977428407	threshold	India
S1-831708705	threshold	US
S1-463724829	threshold	India
S1-536758080	threshold	India
S1-310512980	threshold	US
S1-145638180	threshold	US
S1-969463398	threshold	US
S1-412976435	threshold	US
S1-17726879	threshold	US
S1-256501632	threshold	India
S1-892658987	threshold	US
S1-218923458	threshold	US
S1-840290995	threshold	US
S1-676734653	threshold	US
S1-403141494	threshold	India
S1-951520175	threshold	US
S1-627427723	threshold	India
S1-12765855	threshold	US
S1-22683316	threshold	US
S1-625955320	threshold	US
S1-212148743	threshold	India
S1-742528574	threshold	US
S1-919740289	threshold	US
S1-3142820	threshold	US
S1-214202522	threshold	India
S1-386197582	threshold	India
S1-997906951	threshold	US
S1-307635712	threshold	India
S1-945957063	threshold	India
S1-658309116	threshold	US
S1-544352535	threshold	US
S1-555463398	threshold	India
S1-659922238	threshold	US
S1-44461115	threshold	US
S1-499665485	threshold	US
S1-524387938	threshold	India
S1-522321562	threshold	US
S1-530020797	threshold	India
S1-811353697	threshold	US
S1-648310503	threshold	India
S1-857533499	threshold	US
S1-887040268	threshold	India
S1-902221915	threshold	US
S1-147423970	threshold	India
S1-937207448	threshold	US
S1-853226248	threshold	India
S1-573414930	threshold	India
S1-388559340	threshold	US
S1-273888314	threshold	US
S1-717640786	threshold	India
S1-605636251	threshold	US
S1-685099735	threshold	US
S1-681697206	threshold	India
S1-57149894	threshold	India
S1-689534140	threshold	US
S1-619880308	threshold	US
S1-443991257	threshold	US
S1-906838495	threshold	US
S1-372468661	threshold	India
S1-959183945	threshold	US
S1-557113195	threshold	US
S1-389096730	threshold	US
S1-857283849	threshold	US
S1-207718019	threshold	India
S1-571122151	threshold	India
S1-39539370	threshold	US
S1-887593838	threshold	US
S1-16259744	threshold	India
S1-512523333	threshold	US
S1-309263085	threshold	US
S1-216596562	threshold	India
S1-644207901	threshold	India
S1-510548727	threshold	India
S1-727601199	threshold	India
S1-440638569	threshold	US
S1-95526056	threshold	US
S1-13734514	threshold	India
S1-870727542	threshold	US
S1-75979108	threshold	US
S1-78365562	threshold	US
S1-144364440	threshold	US
S1-60581521	threshold	US
S1-130625562	threshold	US
S1-438791793	threshold	US
S1-318603913	threshold	India
S1-533875137	threshold	India
S1-64509295	threshold	US
S1-400954497	threshold	India
S1-585732147	threshold	India
S1-647571226	threshold	US
S1-774944847	threshold	US
S1-508723614	threshold	US
S1-612479463	threshold	India
S1-420400976	threshold	US
S1-420413444	threshold	US
S1-298702853	threshold	India
S1-642728804	threshold	US
S1-812466700	threshold	US
S1-639289498	threshold	India
S1-497389149	threshold	India
S1-773513048	threshold	US
S1-200036227	threshold	India
S1-356050630	threshold	US
S1-473066766	threshold	India
S1-806426420	threshold	India
S1-990113497	threshold	India
S1-904321278	threshold	US
S1-331360922	threshold	US
S1-651865305	threshold	US
S1-543717518	threshold	US
S1-324060799	threshold	US
S1-509149839	threshold	US
S1-455621292	threshold	India
S1-830940325	threshold	US
S1-317992362	threshold	India
S1-403372320	threshold	US
S1-932134600	threshold	India
S1-863011265	threshold	India
S1-710313889	threshold	India
S1-26564701	threshold	US
S1-525085545	threshold	India
S1-929046961	threshold	India
S1-638364215	threshold	India
S1-767994640	threshold	India
S1-958557994	threshold	US
S1-818953028	threshold	US
S1-298289389	threshold	India
S1-206961497	threshold	US
S1-241215996	threshold	US
S1-858933165	threshold	US
S1-502895583	threshold	US
S1-299217709	threshold	US
S1-828435382	threshold	US
S1-90423819	threshold	US
S1-972810032	threshold	US
S1-177717463	threshold	India
S1-283532908	threshold	US
S1-753666163	threshold	India
S1-935623466	threshold	US
S1-303520687	threshold	US
S1-199661760	threshold	India
S1-374195679	threshold	India
S1-239366082	threshold	India
S1-921672819	threshold	US
S1-384744161	threshold	US
S1-222477724	threshold	India
S1-764630736	threshold	US
S1-382733615	threshold	US
S1-58017110	threshold	US
S1-514127984	threshold	India
S1-48228062	threshold	India
S1-804502424	threshold	US
S1-460358643	threshold	US
S1-942889479	threshold	India
S1-415387652	threshold	US
S1-775918192	threshold	India
S1-873312194	threshold	US
S1-424656299	threshold	India
S1-259372152	threshold	US
S1-604960608	threshold	India
S1-168029327	threshold	US
S1-6084377	threshold	US
S1-554735184	threshold	India
S1-645433960	threshold	US
S1-1255806	threshold	US
S1-355879588	threshold	US
S1-262578840	threshold	US
S1-368524424	threshold	India
S1-361635725	threshold	US
S1-741141712	threshold	US
S1-90800427	threshold	US
S1-205128396	threshold	India
S1-661189535	threshold	US
S1-479294586	threshold	India
S1-864114022	threshold	US
S1-790401062	threshold	India
S1-976072321	threshold	US
S1-526458565	threshold	India
S1-88574353	threshold	US
S1-703337102	threshold	US
S1-301075321	threshold	US
S1-582279058	threshold	US
S1-772114001	threshold	US
S1-350682814	threshold	US
S1-556372777	threshold	India
S1-583418051	threshold	India
S1-693360659	threshold	US
S1-458152019	threshold	US
S1-587795669	threshold	US
S1-993788834	threshold	US
S1-931628047	threshold	US
S1-729922026	threshold	US
S1-275933726	threshold	US
S1-47614726	threshold	US
S1-118081533	threshold	US
S1-632083755	threshold	US
S1-432985237	threshold	US
S1-845896087	threshold	India
S1-358471907	threshold	India
S1-446498581	threshold	India
S1-741739873	threshold	US
S1-993229015	threshold	India
S1-780124368	threshold	US
S1-25172401	threshold	US
S1-359797694	threshold	US
S1-457168014	threshold	US
S1-187881584	threshold	India
S1-727623863	threshold	India
S1-923854106	threshold	US
S1-320083541	threshold	US
S1-683692516	threshold	US
S1-789932635	threshold	India
S1-76006703	threshold	India
S1-743732008	threshold	India
S1-401568774	threshold	US
S1-173888632	threshold	US
S1-513280530	threshold	India
S1-537102805	threshold	India
S1-924765264	threshold	US
S1-122811452	threshold	US
S1-446504712	threshold	US
S1-663034853	threshold	US
S1-106743964	threshold	India
S1-438428759	threshold	India
S1-126375756	threshold	India
S1-81652832	threshold	US
S1-181551895	threshold	US
S1-741225797	threshold	US
S1-151458794	threshold	India
S1-310859728	threshold	India
S1-352663541	threshold	US
S1-472495860	threshold	US
S1-763366322	threshold	India
S1-177127745	threshold	US
S1-317661666	threshold	India
S1-724933335	threshold	India
S1-569220134	threshold	US
S1-74631926	threshold	India
S1-321917436	threshold	US
S1-896041371	threshold	US
S1-183494397	threshold	India
S1-945011527	threshold	India
S1-538473073	threshold	India
S1-117140847	threshold	India
S1-663741058	threshold	US
S1-801801281	threshold	US
S1-792558400	threshold	US
S1-552036989	threshold	US
S1-225780287	threshold	US
S1-381891678	threshold	US
S1-530703056	threshold	US
S1-343679515	threshold	US
S1-488762505	threshold	India
S1-36004092	threshold	India
S1-152991227	threshold	India
S1-378542116	threshold	US
S1-620075860	threshold	US
S1-478399779	threshold	US
S1-869818295	threshold	US
S1-648637664	threshold	India
S1-912708114	threshold	India
S1-628954967	threshold	India
S1-437542690	threshold	US
S1-889593446	threshold	US
S1-52234317	threshold	US
S1-661877024	threshold	US
S1-719146779	threshold	US
S1-350188684	threshold	US
S1-168000012	threshold	India
S1-652191376	threshold	US
S1-267117100	threshold	India
S1-14032610	threshold	US
S1-544332491	threshold	US
S1-624179092	threshold	US
S1-372404571	threshold	US
S1-467518919	threshold	US
S1-371296207	threshold	India
S1-974338933	threshold	US
S1-485283222	threshold	US
S1-671696287	threshold	India
S1-902381487	threshold	US
S1-738532679	threshold	India
S1-975490527	threshold	US
S1-174987892	threshold	US
S1-283887551	threshold	US
S1-897847907	threshold	India
S1-539221849	threshold	India
S1-962067563	threshold	US
S1-988391294	threshold	India
S1-201330964	threshold	US
S1-441910330	threshold	US
S1-157552009	threshold	US
S1-133880635	threshold	US
S1-382334348	threshold	India
S1-167429704	threshold	India
S1-575839472	threshold	US
S1-642067992	threshold	US
S1-690753622	threshold	US
S1-165840694	threshold	US
S1-465484050	threshold	US
S1-736084307	threshold	India
S1-526299952	threshold	India
S1-351785522	threshold	India
S1-9871408	threshold	US
S1-278247504	threshold	US
S1-785538453	threshold	India
S1-459344496	threshold	US
S1-606800471	threshold	US
S1-187940189	threshold	US
S1-230372639	threshold	US
S1-873467597	threshold	US
S1-360741363	threshold	India
S1-144943987	threshold	US
S1-388643219	threshold	US
S1-462356135	threshold	India
S1-964598388	threshold	US
S1-330343832	threshold	US
S1-415251082	threshold	India
S1-684705921	threshold	US
S1-276725845	threshold	India
S1-596123639	threshold	US
S1-553294476	threshold	India
S1-559578336	threshold	US
S1-585344984	threshold	US
S1-680918444	threshold	US
S1-164895843	threshold	US
S1-8862187	threshold	US
S1-23402702	threshold	US
S1-48246771	threshold	India
S1-583032125	threshold	US
S1-384094106	threshold	India
S1-895766902	threshold	US
S1-602206249	threshold	India
S1-969269796	threshold	US
S1-276648539	threshold	US
S1-714200343	threshold	US
S1-242214578	threshold	India
S1-839116751	threshold	US
S1-966046149	threshold	US
S1-508851222	threshold	US
S1-467308544	threshold	US
S1-591365454	threshold	India
S1-859419134	threshold	India
S1-405657033	threshold	US
S1-825939713	threshold	US
S1-56461074	threshold	India
S1-107192979	threshold	India
S1-617212058	threshold	US
S1-746163796	threshold	India
S1-119941908	threshold	India
S1-243689067	threshold	India
S1-677643060	threshold	US
S1-836268220	threshold	India
S1-885678021	threshold	US
S1-331902004	threshold	US
S1-238519980	threshold	US
S1-814559379	threshold	US
S1-360849201	threshold	US
S1-485012694	threshold	India
S1-740370301	threshold	India
