source1_entity_id	split	country
S1-433525154	train	US
S1-626180981	train	India
S1-399788556	train	US
S1-607406151	train	India
S1-593524084	train	US
S1-142924924	train	India
S1-799717380	train	US
S1-727693753	train	India
S1-7947023	train	US
S1-371506275	train	US
S1-612446238	train	US
S1-691808713	train	US
S1-354298482	train	US
S1-256254038	train	US
S1-906707709	train	India
S1-63470058	train	US
S1-636029884	train	US
S1-886497213	train	India
S1-410642395	train	US
S1-856665166	train	US
S1-303352194	train	US
S1-63762288	train	US
S1-592683030	train	India
S1-461225364	train	US
S1-146704506	train	India
S1-295761719	train	US
S1-623950600	train	US
S1-334012451	train	India
S1-129131562	train	US
S1-342967937	train	US
S1-801431028	train	India
S1-50094946	train	India
S1-128689464	train	India
S1-865718904	train	US
S1-319885129	train	US
S1-305293063	train	US
S1-199874546	train	US
S1-656179167	train	India
S1-940828064	train	US
S1-969026442	train	US
S1-192888509	train	US
S1-476814352	train	India
S1-936011228	train	US
S1-887589505	train	India
S1-312163714	train	US
S1-845931746	train	India
S1-847777788	train	US
S1-298546042	train	US
S1-382305612	train	US
S1-628623207	train	India
S1-783029320	train	US
S1-290040333	train	India
S1-814829768	train	US
S1-456785641	train	US
S1-816006304	train	US
S1-269673252	train	India
S1-596131258	train	US
S1-605065668	train	US
S1-936949746	train	India
S1-297233918	train	US
S1-522884650	train	India
S1-642585873	train	India
S1-271133068	train	US
S1-907703391	train	US
S1-804021037	train	US
S1-988458944	train	US
S1-688737616	train	US
S1-488865088	train	India
S1-736993842	train	US
S1-920309067	train	India
S1-950854203	train	India
S1-141801248	train	US
S1-147380453	train	US
S1-780988887	train	US
S1-893019657	train	India
S1-78000992	train	US
S1-403214929	train	US
S1-713213116	train	US
S1-166867827	train	US
S1-74244443	train	US
S1-311462786	train	India
S1-343184792	train	US
S1-80200265	train	US
S1-83511435	train	India
S1-650029958	train	US
S1-801300980	train	US
S1-109957372	train	India
S1-955891433	train	India
S1-411361885	train	US
S1-856557158	train	US
S1-432591681	train	India
S1-78273083	train	India
S1-133195203	train	US
S1-244002101	train	US
S1-612601713	train	US
S1-964861116	train	India
S1-66770991	train	India
S1-999066728	train	US
S1-924159761	train	US
S1-971371119	train	US
S1-282992092	train	US
S1-949903927	train	India
S1-776660487	train	India
S1-419480066	train	US
S1-135808000	train	India
S1-702374645	train	US
S1-413134214	train	US
S1-415687573	train	US
S1-919920650	train	India
S1-887801480	train	India
S1-506996687	train	India
S1-618740662	train	India
S1-998072262	train	India
S1-324648147	train	India
S1-56387917	train	India
S1-188242638	train	India
S1-358462471	train	India
S1-819274869	train	US
S1-143959942	train	India
S1-535899812	train	US
S1-212766523	train	India
S1-782385875	train	US
S1-338548520	train	US
S1-636238350	train	US
S1-573886968	train	US
S1-399401346	train	US
S1-656986552	train	US
S1-179396893	train	US
S1-614200155	train	India
S1-742527904	train	US
S1-821021495	train	India
S1-51817732	train	India
S1-157035652	train	US
S1-26504565	train	US
S1-727430328	train	US
S1-663671838	train	US
S1-490572064	train	US
S1-302523223	train	US
S1-268264231	train	US
S1-584163881	train	India
S1-185753447	train	India
S1-171724128	train	US
S1-920581372	train	US
S1-991421877	train	US
S1-617667519	train	India
S1-611617207	train	US
S1-739277256	train	US
S1-815230194	train	US
S1-966015644	train	US
S1-660991749	train	India
S1-566295289	train	India
S1-600276455	train	US
S1-102398638	train	US
S1-14099518	train	India
S1-933893674	train	US
S1-196143841	train	India
S1-818644172	train	US
S1-534236661	train	India
S1-765012180	train	US
S1-652724228	train	US
S1-24579524	train	India
S1-848008598	train	India
S1-511183409	train	US
S1-802946463	train	India
S1-455785842	train	US
S1-853545615	train	India
S1-35042698	train	US
S1-444864223	train	US
S1-791089929	train	India
S1-92149912	train	US
S1-386636349	train	India
S1-371886975	train	US
S1-242737866	train	India
S1-149134144	train	India
S1-716485451	train	US
S1-135763491	train	US
S1-201880124	train	India
S1-727702559	train	US
S1-486375878	train	US
S1-150385901	train	India
S1-81458476	train	US
S1-789340654	train	US
S1-253859235	train	US
S1-325299549	train	India
S1-478156818	train	India
S1-876683394	train	India
S1-338284293	train	India
S1-422712443	train	India
S1-535655028	train	US
S1-33376317	train	US
S1-943006488	train	India
S1-741300621	train	US
S1-121175194	train	India
S1-927598243	train	US
S1-357834171	train	US
S1-428183120	train	India
S1-848856665	train	US
S1-818701692	train	US
S1-594773242	train	India
S1-701582650	train	US
S1-974828658	train	India
S1-818371280	train	India
S1-923993335	train	US
S1-770736642	train	India
S1-340677723	train	India
S1-957822882	train	US
S1-851473331	train	India
S1-824445317	train	US
S1-674389482	train	US
S1-57105931	train	US
S1-8265435	train	US
S1-621211755	train	India
S1-941219739	train	India
S1-949737312	train	US
S1-496708256	train	US
S1-87490898	train	US
S1-305782590	train	India
S1-331441418	train	India
S1-862287521	train	India
S1-480083816	train	India
S1-748598426	train	US
S1-504431242	train	India
S1-628231618	train	US
S1-368503133	train	US
S1-115578314	train	India
S1-82824617	train	India
S1-560757029	train	India
S1-868350339	train	India
S1-457687884	train	India
S1-586654668	train	US
S1-279398527	train	US
S1-636008350	train	US
S1-891343588	train	India
S1-680254332	train	US
S1-527966659	train	US
S1-101273388	train	US
S1-357586294	train	India
S1-314254051	train	US
S1-957744911	train	US
S1-479888226	train	India
S1-951944591	train	India
S1-697921561	train	US
S1-420763337	train	US
S1-270211493	train	India
S1-109937601	train	US
S1-809608175	train	India
S1-855391037	train	India
S1-273569219	train	US
S1-840596762	train	US
S1-529626622	train	US
S1-809723160	train	India
S1-791960086	train	India
S1-232271785	train	India
S1-303299363	train	India
S1-11608859	train	US
S1-847101848	train	India
S1-54946162	train	US
S1-510396606	train	US
S1-861891737	train	US
S1-245680533	train	India
S1-548065835	train	US
S1-31839956	train	India
S1-966646798	train	US
S1-156208068	train	US
S1-488508078	train	US
S1-201837602	train	US
S1-345739411	train	US
S1-478935377	train	India
S1-830207215	train	India
S1-73226245	train	US
S1-334257950	train	US
S1-596781152	train	US
S1-344470282	train	US
S1-442822545	train	India
S1-980896022	train	US
S1-599116569	train	India
S1-536132085	train	US
S1-414840229	train	US
S1-461163878	train	India
S1-930507943	train	India
S1-656264029	train	India
S1-391885792	train	US
S1-311001647	train	US
S1-759880602	train	India
S1-902993469	train	US
S1-385073493	train	India
S1-454681586	train	India
S1-131848383	train	India
S1-13857850	train	US
S1-188208799	train	US
S1-85220090	train	US
S1-303830759	train	India
S1-952148592	train	India
S1-404748925	train	India
S1-261787567	train	India
S1-874706499	train	India
S1-986027984	train	US
S1-113940103	train	India
S1-43245704	train	US
S1-999605351	train	India
S1-434770242	train	US
S1-927241748	train	US
S1-73973595	train	India
S1-754208078	train	India
S1-679073546	train	US
S1-679372995	train	India
S1-925953937	train	US
S1-60024647	train	US
S1-890464657	train	India
S1-338629112	train	US
S1-56055077	train	US
S1-388786507	train	India
S1-487525328	train	India
S1-991370176	train	India
S1-732457262	train	India
S1-547353102	train	US
S1-553921529	train	India
S1-996896403	train	India
S1-908930245	train	US
S1-115826640	train	US
S1-708959861	train	US
S1-584091752	train	India
S1-367122875	train	India
S1-578048519	train	India
S1-303539971	train	US
S1-909580906	train	India
S1-994510284	train	US
S1-529485801	train	US
S1-456985748	train	US
S1-934588123	train	US
S1-739707951	train	India
S1-373821329	train	US
S1-986151109	train	US
S1-697461051	train	US
S1-323324850	train	India
S1-368441091	train	India
S1-850510423	train	US
S1-802663406	train	India
S1-363848607	train	US
S1-370097706	train	US
S1-907740456	train	India
S1-445928053	train	US
S1-872932297	train	India
S1-657685976	train	India
S1-124321977	train	India
S1-914658983	train	US
S1-507776006	train	US
S1-68890383	train	US
S1-581768514	train	US
S1-701676614	train	US
S1-346773347	train	US
S1-609489410	train	US
S1-600522593	train	US
S1-649139090	train	US
S1-852459469	train	India
S1-573240733	train	US
S1-725177948	train	India
S1-859202084	train	India
S1-524798338	train	India
S1-198977656	train	US
S1-172438061	train	US
S1-302928525	train	US
S1-123263715	train	US
S1-56874088	train	India
S1-417122042	train	India
S1-168109925	train	US
S1-161773060	train	US
S1-737938543	train	India
S1-808985730	train	India
S1-951521368	train	India
S1-882375416	train	US
S1-73384522	train	US
S1-830273590	train	US
S1-848259829	train	US
S1-289000107	train	US
S1-120279713	train	US
S1-945777933	train	US
S1-493219229	train	India
S1-955488993	train	US
S1-867552974	train	India
S1-979127778	train	US
S1-671928036	train	US
S1-152304876	train	India
S1-492092442	train	India
S1-968723203	train	US
S1-308569030	train	India
S1-898785588	train	India
S1-171893547	train	US
S1-434796849	train	US
S1-630091772	train	India
S1-824835369	train	US
S1-675541790	train	US
S1-139334450	train	US
S1-238607766	train	India
S1-434631425	train	India
S1-606830333	train	India
S1-797171957	train	US
S1-311753208	train	US
S1-946328127	train	US
S1-513284425	train	US
S1-387935124	train	US
S1-907488009	train	India
S1-60200905	train	India
S1-321836853	train	US
S1-592250951	train	US
S1-285548693	train	US
S1-703023901	train	US
S1-459883126	train	India
S1-522511629	train	US
S1-55643982	train	US
S1-558968509	train	India
S1-346844703	train	India
S1-333789797	train	India
S1-196266230	train	US
S1-826629466	train	US
S1-978721867	train	US
S1-326129134	train	US
S1-340897713	train	US
S1-607657239	train	India
S1-369299339	train	US
S1-862441228	train	India
S1-161404956	train	US
S1-572767628	train	US
S1-850467989	train	US
S1-777797453	train	India
S1-564935138	train	India
S1-471132122	train	US
S1-537460819	train	US
S1-522367981	train	US
S1-60984306	train	US
S1-675403240	train	US
S1-552181314	train	US
S1-683923043	train	India
S1-8402033	train	US
S1-128040228	train	India
S1-597961450	train	US
S1-724576931	train	US
S1-27434850	train	India
S1-188331662	train	India
S1-13281281	train	India
S1-534018043	train	US
S1-946533486	train	India
S1-500972820	train	India
S1-805637566	train	US
S1-559118619	train	India
S1-314790118	train	India
S1-654021099	train	US
S1-65461918	train	India
S1-890734796	train	India
S1-592117186	train	US
S1-396745474	train	US
S1-818498535	train	US
S1-391846516	train	India
S1-222042658	train	India
S1-642056763	train	India
S1-64776055	train	US
S1-267477628	train	India
S1-107307605	train	India
S1-420876982	train	US
S1-415447648	train	US
S1-442467030	train	India
S1-789248236	train	US
S1-824818654	train	US
S1-854085822	train	India
S1-644237735	train	US
S1-734276559	train	US
S1-905281381	train	India
S1-908092172	train	US
S1-245183708	train	India
S1-925564375	train	US
S1-70596274	train	US
S1-144433148	train	US
S1-263309132	train	India
S1-543691572	train	India
S1-801963783	train	US
S1-973530552	train	US
S1-393379031	train	India
S1-37182003	train	US
S1-54028171	train	US
S1-804187534	train	India
S1-6511334	train	US
S1-473306520	train	US
S1-123165357	train	India
S1-901838452	train	US
S1-700076508	train	US
S1-982818825	train	US
S1-268906241	train	US
S1-452942351	train	US
S1-222422438	train	US
S1-99049981	train	India
S1-588326975	train	India
S1-946690438	train	India
S1-560953009	train	India
S1-811674311	train	India
S1-427672832	train	US
S1-289706038	train	India
S1-729937181	train	India
S1-877188720	train	US
S1-809272125	train	US
S1-93656782	train	India
S1-78607616	train	US
S1-483875964	train	US
S1-70608321	train	US
S1-663720426	train	US
S1-224875577	train	India
S1-656373361	train	US
S1-644477254	train	US
S1-266014245	train	US
S1-976727955	train	India
S1-264024734	train	US
S1-712612925	train	US
S1-804366357	train	US
S1-648402036	train	India
S1-155185757	train	India
S1-37642309	train	India
S1-890678126	train	US
S1-450027871	train	India
S1-428327010	train	US
S1-818290226	train	India
S1-535727317	train	India
S1-464056616	train	US
S1-437685030	train	US
S1-753632451	train	US
S1-997538415	train	US
S1-346060292	train	US
S1-878285873	train	US
S1-977245315	train	India
S1-214808166	train	US
S1-637120824	train	India
S1-21812356	train	US
S1-344280046	train	US
S1-366666826	train	India
S1-19541401	train	India
S1-11048206	train	India
S1-21168222	train	US
S1-181007936	train	US
S1-695223570	train	US
S1-181373401	train	US
S1-604188324	train	US
S1-464945730	train	US
S1-545298476	train	India
S1-38897537	train	US
S1-13627934	train	India
S1-862637910	train	India
S1-210351093	train	India
S1-448345	train	India
S1-344842685	train	India
S1-825505076	train	US
S1-917211643	train	US
S1-202612839	train	US
S1-532819533	train	India
S1-745779392	train	US
S1-767120180	train	India
S1-552250884	train	India
S1-462750945	train	US
S1-352672574	train	US
S1-474995081	train	India
S1-952942719	train	India
S1-865219844	train	US
S1-683139200	train	India
S1-278979252	train	US
S1-383036255	train	US
S1-89188733	train	US
S1-556677172	train	US
S1-545192978	train	US
S1-699591824	train	India
S1-143640306	train	India
S1-138640866	train	US
S1-624398785	train	India
S1-764046523	train	India
S1-351449187	train	India
S1-275993258	train	US
S1-868156317	train	India
S1-183212633	train	US
S1-306229307	train	India
S1-513047085	train	US
S1-396621048	train	India
S1-367107243	train	US
S1-468445566	train	India
S1-938915737	train	US
S1-847879798	train	US
S1-994787728	train	India
S1-121261731	train	India
S1-665411116	train	US
S1-430981503	train	India
S1-949901557	train	US
S1-848794031	train	US
S1-757887207	train	India
S1-482703863	train	US
S1-969442782	train	India
S1-162973961	train	US
S1-854783746	train	US
S1-792460918	train	India
S1-520263735	train	US
S1-483495068	train	US
S1-283537401	train	India
S1-690600853	train	US
S1-497542342	train	India
S1-391678888	train	US
S1-954106015	train	US
S1-532154625	train	US
S1-571901916	train	India
S1-817329053	train	India
S1-384349928	train	US
S1-924078349	train	US
S1-630841730	train	US
S1-866064316	train	India
S1-558505663	train	India
S1-788152008	train	US
S1-227733178	train	US
S1-142602677	train	India
S1-747716419	train	US
S1-91872953	train	US
S1-169179109	train	US
S1-626035638	train	US
S1-153438669	train	US
S1-785407352	train	India
S1-505573489	train	US
S1-848404767	train	US
S1-480900513	train	US
S1-299295858	train	India
S1-202757193	train	India
S1-46209920	train	US
S1-897139981	train	India
S1-868119879	train	US
S1-868233809	train	India
S1-140055404	train	India
S1-29560476	train	US
S1-319274035	train	India
S1-707112242	train	US
S1-87956478	train	India
S1-783464990	train	US
S1-987064680	train	India
S1-227321843	train	US
S1-810363851	train	US
S1-289897796	train	US
S1-348561056	train	US
S1-446859456	train	US
S1-112603638	train	US
S1-973427275	train	US
S1-615816948	train	US
S1-764445838	train	US
S1-664204971	train	US
S1-141481733	train	India
S1-863972867	train	US
S1-300728264	train	US
S1-842714434	train	India
S1-765901484	train	India
S1-315357516	train	US
S1-422685431	train	US
S1-785047061	train	India
S1-280512958	train	US
S1-518181431	train	US
S1-795777132	train	US
S1-728385686	train	India
S1-335284207	train	US
S1-365913827	train	India
S1-727463380	train	US
S1-171465291	train	US
S1-163335433	train	US
S1-336207007	train	US
S1-34299652	train	India
S1-985968680	train	US
S1-674305045	train	US
S1-361920765	train	US
S1-83031070	train	US
S1-328458107	train	India
S1-115560019	train	India
S1-609565293	train	India
S1-955158994	train	India
S1-855789891	train	India
S1-820506901	train	US
S1-181272905	train	India
S1-960118136	train	US
S1-683682796	train	India
S1-512051748	train	India
S1-560547290	train	US
S1-507291501	train	US
S1-785018932	train	India
S1-559271206	train	India
S1-33154751	train	US
S1-628733352	train	US
S1-473998827	train	US
S1-338895300	train	US
S1-635723030	train	US
S1-225728033	train	US
S1-647652705	train	US
S1-795268537	train	India
S1-768968284	train	India
S1-511173223	train	US
S1-799801547	train	US
S1-62492955	train	US
S1-86191958	train	US
S1-348429062	train	India
S1-465943560	train	US
S1-262356184	train	US
S1-928044350	train	India
S1-978183599	train	US
S1-739258191	train	US
S1-37059918	train	US
S1-826683373	train	India
S1-712417027	train	US
S1-879502498	train	US
S1-757773566	train	India
S1-395005778	train	India
S1-171343214	train	US
S1-13012202	train	US
S1-231134792	train	India
S1-109886223	train	India
S1-650012963	train	India
S1-265884604	train	India
S1-54436837	train	US
S1-967707499	train	US
S1-438971441	train	US
S1-868588592	train	India
S1-597849029	train	US
S1-567058178	train	US
S1-486909248	train	US
S1-332889181	train	US
S1-919016142	train	US
S1-894294239	train	India
S1-199442538	train	US
S1-308880586	train	India
S1-200745703	train	US
S1-208595152	train	US
S1-599563053	train	India
S1-393127152	train	US
S1-18863203	train	US
S1-10890929	train	US
S1-732890719	train	US
S1-340297235	train	India
S1-239429329	train	US
S1-81109511	train	US
S1-64046888	train	US
S1-721734913	train	US
S1-813715651	train	India
S1-552065621	train	US
S1-537177624	train	US
S1-699103300	train	India
S1-992665360	train	India
S1-726276172	train	US
S1-699307393	train	US
S1-6743977	train	US
S1-918609455	train	India
S1-624765417	train	US
S1-149114758	train	US
S1-356788646	train	India
S1-272099146	train	India
S1-162523480	train	US
S1-711871475	train	India
S1-476462798	train	India
S1-88175909	train	US
S1-113895511	train	India
S1-146696452	train	US
S1-880158474	train	US
S1-315672400	train	US
S1-726385560	train	US
S1-37115326	train	India
S1-431479077	train	India
S1-559861874	train	India
S1-314875238	train	US
S1-913388073	train	India
S1-203393703	train	US
S1-150203911	train	US
S1-202119689	train	US
